"267","TRX062024.0093","BR101","3000","0000-00-00 00:00:00"
"268","TRX062024.0093","BR109","2600","0000-00-00 00:00:00"
"269","TRX062024.0093","BR017","27000","0000-00-00 00:00:00"
"270","TRX062024.0093","BR175","3000","0000-00-00 00:00:00"
"271","TRX062024.0093","BR205","10000","0000-00-00 00:00:00"
"272","TRX062024.0093","BR018","21000","0000-00-00 00:00:00"
"273","TRX062024.0093","BR022","51000","0000-00-00 00:00:00"
"274","TRX062024.0093","BR025","39000","0000-00-00 00:00:00"
"275","TRX062024.0093","BR193","4000","0000-00-00 00:00:00"
"276","TRX062024.0093","BR117","5000","0000-00-00 00:00:00"
"277","TRX062024.0093","BR263","18000","0000-00-00 00:00:00"
"278","TRX062024.0094","BR009","136000","0000-00-00 00:00:00"
"279","TRX062024.0094","BR174","15000","0000-00-00 00:00:00"
"280","TRX062024.0094","BR230","37000","0000-00-00 00:00:00"
"281","TRX062024.0094","BR022","17000","0000-00-00 00:00:00"
"282","TRX062024.0094","BR220","15000","0000-00-00 00:00:00"
"283","TRX062024.0094","BR232","18000","0000-00-00 00:00:00"
"284","TRX062024.0095","BR168","3000","0000-00-00 00:00:00"
"285","TRX062024.0095","BR117","4800","0000-00-00 00:00:00"
"286","TRX062024.0095","BR170","3000","0000-00-00 00:00:00"
"287","TRX062024.0095","BR026","30000","0000-00-00 00:00:00"
"288","TRX062024.0095","BR025","40000","0000-00-00 00:00:00"
"289","TRX062024.0095","BR021","26000","0000-00-00 00:00:00"
"290","TRX062024.0096","BR168","3000","0000-00-00 00:00:00"
"291","TRX062024.0097","BR152","3000","0000-00-00 00:00:00"
"292","TRX062024.0097","BR175","3000","0000-00-00 00:00:00"
"293","TRX062024.0097","BR087","1000","0000-00-00 00:00:00"
"294","TRX062024.0098","BR006","75000","0000-00-00 00:00:00"
"295","TRX062024.0098","BR224","45000","0000-00-00 00:00:00"
"296","TRX062024.0098","BR159","7000","0000-00-00 00:00:00"
"297","TRX062024.0099","BR168","3000","0000-00-00 00:00:00"
"298","TRX062024.0099","BR020","30000","0000-00-00 00:00:00"
"299","TRX062024.0100","BR235","11000","0000-00-00 00:00:00"
"300","TRX062024.0100","BR011","68000","0000-00-00 00:00:00"
"301","TRX062024.0100","BR254","12000","0000-00-00 00:00:00"
"302","TRX062024.0100","BR006","17000","0000-00-00 00:00:00"
"303","TRX062024.0100","BR238","23000","0000-00-00 00:00:00"
"304","TRX062024.0101","BR170","6000","0000-00-00 00:00:00"
"305","TRX062024.0101","BR264","85000","0000-00-00 00:00:00"
"306","TRX062024.0102","BR081","6000","0000-00-00 00:00:00"
"307","TRX062024.0103","BR091","8000","0000-00-00 00:00:00"
"308","TRX062024.0103","BR149","9000","0000-00-00 00:00:00"
"309","TRX062024.0104","BR265","17000","0000-00-00 00:00:00"
"310","TRX062024.0105","BR177","25000","0000-00-00 00:00:00"
"311","TRX062024.0106","BR220","17000","0000-00-00 00:00:00"
"312","TRX062024.0106","BR218","34000","0000-00-00 00:00:00"
"313","TRX062024.0107","BR153","3000","0000-00-00 00:00:00"
"314","TRX062024.0107","BR115","2000","0000-00-00 00:00:00"
"315","TRX062024.0107","BR102","2000","0000-00-00 00:00:00"
"316","TRX062024.0107","BR220","15000","0000-00-00 00:00:00"
"317","TRX062024.0107","BR218","75000","0000-00-00 00:00:00"
"318","TRX062024.0107","BR164","5000","0000-00-00 00:00:00"
"319","TRX062024.0107","BR228","20000","0000-00-00 00:00:00"
"320","TRX062024.0107","BR022","34000","0000-00-00 00:00:00"
"321","TRX062024.0107","BR010","27000","0000-00-00 00:00:00"
"322","TRX062024.0107","BR065","11000","0000-00-00 00:00:00"
"323","TRX062024.0108","BR168","6000","0000-00-00 00:00:00"
"324","TRX062024.0108","BR014","88000","0000-00-00 00:00:00"
"325","TRX062024.0109","BR093","5000","0000-00-00 00:00:00"
"326","TRX062024.0109","BR107","9000","0000-00-00 00:00:00"
"327","TRX062024.0109","BR153","3000","0000-00-00 00:00:00"
